caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
29jul1983,-.03123796,-.03232095,-.02650893,-.02788855,1174219920,500,1212294970,499,162.56,-.0330141
31aug1983,.01586426,.009483572,.004522026,-.0003508587,1187214840,500,1173778870,499,164.4,.0113189
30sep1983,.01410517,.0108376,.02600932,.02318127,1208335440,500,1189798660,499,166.07,.01015815
31oct1983,-.01310839,-.01469477,-.01881588,-.02063321,1192555910,500,1209216160,500,163.55,-.01517432
30nov1983,.02384629,.01736311,.04716945,.0424115,1214791050,500,1192555910,500,166.4,.01742586
30dec1983,-.005749104,-.008699151,-.008630592,-.01139234,1249077630,500,1245628870,499,164.93,-.008834135
31jan1984,-.003897832,-.005657363,-.01390806,-.0156099,1241600170,500,1249077630,500,163.41,-.009216031
29feb1984,-.03403414,-.0395051,-.0474163,-.05167812,1137430700,500,1231673040,496,157.06,-.03885931
30mar1984,.01729508,.01371363,.02252409,.01923941,1155048730,500,1140664830,499,159.18,.01349803
30apr1984,.006780684,.0052291,-.008973048,-.01072557,1160784230,500,1154868260,498,160.05,.005465511
31may1984,-.05313084,-.0595441,-.05879011,-.06350654,1094470780,500,1163827220,500,150.55,-.05935645
29jun1984,.02293728,.01870942,.03156284,.02784625,1100459790,500,1082151670,499,153.18,.01746928
31jul1984,-.01376499,-.01564074,-.02944176,-.03138978,1087618390,500,1104372300,500,150.66,-.01645123
31aug1984,.1124383,.105753,.1282565,.1230644,1200703690,500,1086047540,500,166.68,.1063321
28sep1984,-.00006444877,-.003291559,.003490056,.0005497706,1197100670,500,1200313560,499,166.1,-.003479722
31oct1984,.003331202,.0002157523,.0006101212,-.001619229,1193390380,500,1192934180,500,166.09,-.0000602047
30nov1984,-.009841028,-.01494982,-.003016074,-.007266354,1173894250,500,1192782710,500,163.58,-.01511229
31dec1984,.0255564,.0218433,.02472101,.02125251,1197609540,500,1172840990,499,167.24,.02237437
31jan1985,.07686759,.07473667,.09471975,.09279003,1285818410,500,1196414530,500,179.63,.07408515
28feb1985,.01416573,.008886256,.009789637,.005876615,1297564690,500,1286269340,500,181.19,.008684518
29mar1985,-.0006355402,-.00397987,-.003593388,-.006655947,1289551970,500,1296368440,499,180.66,-.002925106
30apr1985,-.003704292,-.005412758,-.01162257,-.01332262,1285298480,500,1291451790,500,179.83,-.004594265
31may1985,.06274016,.05684736,.06669513,.0625221,1353227680,500,1284835860,500,189.55,.05405105
28jun1985,.01606501,.01292523,.01450395,.01159726,1354417850,500,1336915320,500,191.85,.012134
31jul1985,-.003321098,-.005235306,.009243064,.007457313,1347352940,500,1355121780,500,190.92,-.004847537
30aug1985,-.006473218,-.01187077,-.008381375,-.01243704,1329905880,500,1346366990,500,188.63,-.01199455
30sep1985,-.03324806,-.03619729,-.04499877,-.04755045,1276501990,500,1322691570,500,182.08,-.03472406
31oct1985,.04507922,.04265333,.04257103,.04065438,1333602110,500,1278748340,500,189.82,.04250879
29nov1985,.07188655,.06663039,.07439722,.07038559,1410949630,500,1325172250,500,202.17,.06506164
31dec1985,.04815597,.04515588,.04353474,.04081322,1480667030,500,1409075500,500,211.28,.04506109
31jan1986,.004706081,.002961857,.01688173,.0153421,1484606310,500,1479819170,500,211.78,.002366528
28feb1986,.07652467,.07155587,.08096609,.07750896,1589622680,500,1482508790,500,226.92,.07148928
31mar1986,.05583166,.05332037,.06039353,.05804874,1671573890,500,1588343210,499,238.9,.05279393
30apr1986,-.01334756,-.01505443,-.0199232,-.02137959,1642760880,500,1668204960,499,235.52,-.01414818
30may1986,.05532648,.05080406,.05788935,.05450425,1724749350,500,1644868210,500,247.35,.05022928
30jun1986,.01574429,.01330999,.001974276,-.000148918,1748550190,500,1718438020,499,250.84,.01410956
31jul1986,-.05754146,-.05937805,-.07532964,-.0768183,1652188980,500,1748786110,499,236.12,-.05868283
29aug1986,.07441739,.07007632,.07791299,.07454396,1772686180,500,1653062200,500,252.93,.07119261
30sep1986,-.08324321,-.08566374,-.07123961,-.07314532,1617006670,500,1768816440,500,231.32,-.08543866
31oct1986,.05653818,.05381256,.06305785,.05984485,1700190900,500,1614313450,500,243.98,.05472938
28nov1986,.02487623,.01971683,.02238445,.01821201,1731030070,500,1697652260,500,249.22,.02147717
31dec1986,-.02751269,-.03017409,-.03235083,-.03472759,1673969690,500,1729530810,499,242.17,-.02828826
30jan1987,.1351829,.133724,.1410735,.1397692,1903806490,500,1675204730,500,274.08,.1317669
27feb1987,.04177783,.03784491,.05927458,.05659835,1974781120,500,1902489610,500,284.2,.03692353
31mar1987,.02633555,.02383243,.01991027,.01772687,2023149540,500,1973485700,500,291.7,.02638987
30apr1987,-.009045131,-.01109327,-.01261648,-.01532069,2004505370,500,2024964530,499,288.36,-.01145012
29may1987,.009127937,.005199187,.01278747,.01001065,2014116250,500,2004326900,500,290.1,.006034124
30jun1987,.05013973,.04765421,.04400729,.0417145,2103716950,500,1996845210,498,304,.04791451
31jul1987,.04984322,.04788278,.06525525,.06281494,2204747480,500,2104418890,499,318.66,.04822369
31aug1987,.03910841,.03544075,.02941714,.02663918,2291539780,500,2208870660,499,329.8,.03495889
30sep1987,-.02193975,-.02407895,-.01637768,-.01861274,2241474230,500,2290786440,500,321.83,-.02416616
30oct1987,-.2157952,-.2179442,-.2560701,-.2577809,1752282500,500,2240564260,500,251.79,-.2176304
30nov1987,-.08187361,-.08654083,-.06228333,-.06598302,1600625140,500,1752282500,500,230.3,-.0853489
31dec1987,.07392224,.07102519,.09468739,.09194403,1711657220,500,1596889640,500,247.08,.07286149
29jan1988,.04271249,.04108625,.05007459,.04866578,1779388160,500,1711657220,500,257.07,.04043225
29feb1988,.04744497,.04057359,.07535141,.07055391,1849150230,500,1777094100,500,267.82,.0418174
31mar1988,-.03084741,-.03336823,-.007630229,-.009888981,1783600710,500,1849536510,500,258.89,-.03334329
29apr1988,.01051579,.008772794,.003408796,.002105305,1810206540,500,1794664650,500,261.33,.009424852
31may1988,.008012356,.002882316,.004564578,.0006998997,1811159240,500,1805952840,500,262.16,.003176061
30jun1988,.04767606,.04506844,.06029568,.05801073,1880035460,500,1810734820,500,273.5,.04325603
29jul1988,-.004458072,-.007392713,-.01067868,-.0146832,1867345360,500,1881578440,500,272.02,-.005411334
31aug1988,-.0324884,-.03728967,-.03332094,-.03705405,1796903750,500,1867413760,500,261.52,-.0386001
30sep1988,.04273866,.0400864,.04166558,.03942948,1864651110,500,1796903750,500,271.91,.03972927
31oct1988,.02689123,.02332835,.01380597,.0108915,1909704860,500,1863715280,498,278.97,.02596447
30nov1988,-.01435494,-.01977005,-.02298102,-.02770458,1869942410,500,1910743650,500,273.7,-.01889092
30dec1988,.0185533,.01518432,.02768924,.0245365,1873261790,500,1857788960,500,277.72,.01468761
31jan1989,.07230303,.06963287,.07111722,.06859779,1995895570,500,1869461900,500,297.47,.07111479
28feb1989,-.02503119,-.02918689,-.01118175,-.01470118,1916452910,500,1975988500,500,288.86,-.0289441
31mar1989,.02303754,.02044008,.02005253,.01717531,1957844650,500,1917409030,500,294.87,.02080593
28apr1989,.05170716,.04989855,.04963727,.04838882,2054123610,500,1956874870,500,309.64,.05008987
31may1989,.04102234,.03545064,.04724107,.0423236,2127029740,500,2052732430,499,320.52,.03513758
30jun1989,-.005611358,-.007939843,-.006750439,-.008870982,2108810760,500,2126857310,499,317.98,-.007924623
31jul1989,.09005314,.08819413,.08283247,.08144671,2291840670,500,2106257560,500,346.08,.08837034
31aug1989,.01985334,.01551626,.02917707,.02570831,2319747940,500,2284510660,500,351.45,.01551664
29sep1989,-.004003622,-.006616464,-.01564613,-.01946238,2303271950,500,2320064780,500,349.15,-.006544316
31oct1989,-.02363914,-.02566822,-.04667475,-.04819892,2245974590,500,2291250720,500,340.36,-.02517543
30nov1989,.02047872,.01664053,.01229057,.008920445,2283429520,500,2245974590,500,345.99,.01654131
29dec1989,.02265679,.01998825,.01526497,.01274352,2331045780,500,2283152230,500,353.4,.0214168
31jan1990,-.06766082,-.06940684,-.07318528,-.07457581,2169257170,500,2331045780,500,329.08,-.06881721
28feb1990,.01338144,.008986239,.01402189,.01031034,2189175420,500,2167660830,499,331.89,.008538957
30mar1990,.02658843,.0243597,.03174752,.02947859,2235390660,500,2183095680,500,339.94,.02425502
30apr1990,-.02450422,-.02650813,-.04059624,-.042154,2174598700,500,2235390660,500,330.8,-.0268871
31may1990,.09741922,.09240813,.09622324,.092115,2374490580,500,2173568860,500,361.23,.09198911
29jun1990,-.006754444,-.008920852,-.01453645,-.01679313,2349498440,500,2372779120,500,358.02,-.008886305
31jul1990,-.004453811,-.00650787,-.02460499,-.02619008,2334209120,500,2349498440,500,356.15,-.005223172
31aug1990,-.09080128,-.09489747,-.1123741,-.1162846,2112582920,500,2334144960,500,322.56,-.0943142
28sep1990,-.04895901,-.05121328,-.07362426,-.07572128,2002928580,500,2111638140,499,306.05,-.05118427
31oct1990,-.003596724,-.006110195,-.03637237,-.03847206,1991168900,500,2003368480,500,304,-.006698252
30nov1990,.06456072,.05989669,.09211524,.08774362,2110446020,500,1991168900,500,322.22,.05993421
31dec1990,.02798681,.0249544,.04191158,.03877505,2157632800,500,2109306380,500,330.22,.02482776
31jan1991,.04500115,.04306305,.08206544,.08043362,2252386090,500,2159391170,500,343.93,.04151778
28feb1991,.07156457,.06737066,.08519435,.08147954,2405166440,500,2253452300,500,367.07,.06728113
28mar1991,.02435448,.02231229,.03085265,.02863446,2467384060,500,2405166440,500,375.22,.02220285
30apr1991,.002267684,.0002136197,.005045779,.00335165,2468691450,500,2468209980,499,375.35,.0003464634
31may1991,.04293044,.03875868,.05446232,.05092763,2564421530,500,2469616230,500,389.83,.03857733
28jun1991,-.0453571,-.04749774,-.0497428,-.05179232,2450413650,500,2564421530,500,371.16,-.04789267
31jul1991,.04652587,.04479887,.04194419,.04044335,2562517660,500,2450413650,500,387.81,.04485936
30aug1991,.02388533,.01991233,.0226333,.0189435,2613522050,500,2562517660,500,395.43,.0196488
30sep1991,-.01686092,-.01906136,-.01920158,-.02105829,2576043750,500,2609675860,500,387.86,-.01914372
31oct1991,.01345791,.01189898,.01079049,.009444628,2607206870,500,2576043750,500,392.46,.01185995
29nov1991,-.04021387,-.04397287,-.05080918,-.05416016,2503675760,500,2618010040,500,375.22,-.04392804
31dec1991,.1140893,.1114761,.1136193,.111208,2789110760,500,2503675760,500,417.09,.1115879
31jan1992,-.01834821,-.01965381,.0178531,.01664699,2745911680,500,2800740140,500,408.79,-.01989978
28feb1992,.01286528,.009442313,.03038467,.02732065,2773359970,500,2747385930,500,412.7,.009564813
31mar1992,-.01946959,-.02187324,-.02026398,-.02242233,2728268260,500,2773359970,500,403.69,-.02183184
30apr1992,.02861433,.02715739,.01659664,.01529749,2799309950,500,2725319640,500,414.95,.02789269
29may1992,.004850322,.001087359,.001930341,-.00129217,2802423500,500,2799309950,500,415.35,.0009639715
30jun1992,-.01502971,-.01754465,-.0204512,-.02266735,2771525140,500,2802423500,500,408.14,-.01735885
31jul1992,.04092398,.03946534,.04078966,.03954214,2886309510,500,2779162430,500,424.21,.03937374
31aug1992,-.02061521,-.0242136,-.0274307,-.0306365,2818496900,500,2888621690,500,414.03,-.02399755
30sep1992,.01133972,.008916414,.01899064,.01698495,2846183180,500,2818496900,500,417.8,.00910562
30oct1992,.004795716,.003455465,.02039783,.01932454,2857804680,500,2847881010,500,418.68,.002106271
30nov1992,.03379381,.03006914,.04422911,.04078481,2943785130,500,2857804680,500,431.35,.03026178
31dec1992,.01338028,.01119717,.02253161,.02062018,2985091950,500,2943785130,500,435.71,.0101078
29jan1993,.007282007,.005964237,.02270576,.02173286,3002993400,500,2985091950,500,438.78,.007045971
26feb1993,.01352618,.01036063,.01088649,.008018088,3034142190,500,3002993400,500,443.38,.01048361
31mar1993,.02120187,.01857772,.02745048,.02505977,3101305850,500,3033016650,500,451.67,.01869728
30apr1993,-.02451853,-.02577976,-.02194507,-.02298646,3021410410,500,3101305850,500,440.19,-.02541679
28may1993,.02625918,.02254856,.03162957,.02838006,3089518660,500,3021410410,500,450.19,.02271746
30jun1993,.003466028,.001095121,.003477186,.001367162,3107724070,500,3089518660,500,450.53,.0007552367
30jul1993,-.00459334,-.005908543,-.0007211655,-.001788627,3095027090,500,3120483250,500,448.13,-.005327059
31aug1993,.03743057,.03395686,.0400224,.03671435,3200756680,500,3095027090,500,463.56,.03443197
30sep1993,-.007582332,-.00984182,-.006235573,-.008033832,3176271090,500,3201480910,500,458.93,-.00998792
29oct1993,.01988415,.01859035,.01966709,.01866551,3244481480,500,3182384410,499,467.83,.01939294
30nov1993,-.008654809,-.01208376,-.008570491,-.01180346,3212582540,500,3246691510,500,461.79,-.01291067
31dec1993,.01264629,.01061742,.02335905,.02162031,3258608580,500,3216985690,500,466.45,.01009117
31jan1994,.03342909,.03195428,.03701906,.0358007,3373853650,500,3265025000,500,481.61,.0325008
28feb1994,-.0271608,-.03012107,-.01737932,-.02010303,3282927660,500,3373853650,500,467.14,-.03004506
31mar1994,-.0434557,-.04572831,-.04371916,-.04565591,3138972940,500,3281536220,499,445.77,-.04574646
29apr1994,.01281699,.01147748,.00446183,.003409735,3182866410,500,3152739470,500,450.91,.01153061
31may1994,.01630851,.0125591,.01208726,.008621025,3221406980,500,3182866410,500,456.51,.01241933
30jun1994,-.02476181,-.02711269,-.02193307,-.02378927,3161937000,500,3247039430,500,444.27,-.02681212
29jul1994,.03271362,.03138079,.03374971,.03260449,3268304340,500,3166536970,500,458.25,.03146735
31aug1994,.04134081,.03799026,.05223189,.04893795,3393734830,500,3268304340,500,475.5,.03764321
30sep1994,-.02393992,-.02623791,-.0259995,-.02780297,3319353130,500,3387731790,500,462.71,-.026898
31oct1994,.02261908,.02104315,.01199668,.01058106,3392220690,500,3322289880,500,472.35,.02083378
30nov1994,-.03624844,-.03942301,-.04341451,-.0463976,3257204680,500,3392220690,500,453.69,-.03950461
30dec1994,.01495526,.01241899,.01654798,.01425444,3301191860,500,3260500970,500,459.27,.01229915
31jan1995,.02599952,.02434784,.02115422,.01969788,3382004240,500,3301191860,500,470.42,.02427766
28feb1995,.03922838,.03632831,.04454883,.04167726,3506468620,500,3383155920,500,487.39,.03607415
31mar1995,.02933423,.02717914,.02945705,.02759014,3612503300,500,3511373450,500,500.71,.02732924
28apr1995,.0293948,.02791381,.02379982,.02249118,3709079450,500,3614262870,500,514.71,.0279603
31may1995,.03980937,.0364535,.03570876,.03254026,3856765310,500,3719656050,499,533.4,.03631171
30jun1995,.02415538,.0221984,.02580341,.02413965,3943476460,500,3856765310,500,544.75,.02127859
31jul1995,.03340491,.03202299,.03327148,.03204697,4079536800,500,3960225500,499,562.0599999999999,.03177604
31aug1995,.003494674,.0006421448,.00770733,.004787523,4083074050,500,4081983800,500,561.88,-.0003202505
29sep1995,.0421017,.04018209,.02475246,.02313314,4253839440,500,4085427870,500,584.41,.04009753
31oct1995,-.003441857,-.004863674,-.0241187,-.02535328,4245197640,500,4259417540,500,581.5,-.004979381
30nov1995,.04417878,.0413383,.05098773,.0480796,4434004940,500,4243752150,499,605.37,.04104901
29dec1995,.0176427,.01580883,.01464063,.01275528,4520478250,500,4433470940,498,615.93,.01744388
31jan1996,.03486063,.03341513,.03067673,.02927228,4690897410,500,4523928300,500,636.02,.03261734
29feb1996,.01008752,.007688803,.01287326,.01044791,4734938920,500,4678941240,500,640.43,.006933744
29mar1996,.00958547,.007860024,.01961183,.01795869,4780433960,500,4746085500,500,645.5,.007916556
30apr1996,.01513327,.01385681,.02840995,.02732216,4856102560,500,4763330140,500,654.17,.01343145
31may1996,.02525745,.02253004,.01310239,.01046741,4969866370,500,4852936730,499,669.12,.02285339
28jun1996,.004128287,.002562063,-.009330783,-.01089757,4987787350,500,4969866370,500,670.63,.002256695
31jul1996,-.0444405,-.04604831,-.05590821,-.05714686,4761953990,500,4983682170,500,639.95,-.04574803
30aug1996,.02192753,.0195891,.03297522,.03053469,4865735200,500,4769499290,500,651.99,.01881397
30sep1996,.05603521,.0541124,.04985369,.04815617,5129829190,500,4863293990,499,687.3099999999999,.05417261
31oct1996,.02679825,.02534845,.01365497,.01234743,5274840940,500,5165299950,500,705.27,.02613086
29nov1996,.07645531,.07421791,.0700276,.0678033,5664657020,500,5279818740,500,757.02,.07337616
31dec1996,-.01981451,-.02151779,-.01681691,-.01851228,5545322430,500,5647614170,498,740.74,-.02150538
31jan1997,.06277898,.06168947,.03914,.03810769,5921447970,500,5558283460,500,786.16,.06131706
28feb1997,.007752369,.005800329,.0134569,.01139103,5957281530,500,5921447970,500,790.8200000000001,.005927546
31mar1997,-.04165272,-.04331015,-.03512006,-.03668277,5703113550,500,5957281530,500,757.12,-.04261399
30apr1997,.06027384,.05901576,.03213791,.03086971,6032151470,500,5692700710,500,801.34,.05840554
30may1997,.06140064,.05927156,.07389711,.07172275,6386661630,500,6029307780,500,848.28,.05857688
30jun1997,.04410322,.04276233,.03881993,.03730261,6668015310,500,6373557670,499,885.14,.04345264
31jul1997,.08038764,.07897663,.07976614,.07863636,7220558480,500,6677441980,500,954.29,.07812323
29aug1997,-.05497012,-.05645764,-.02800296,-.02974474,6853123510,500,7197429650,500,899.47,-.05744585
30sep1997,.05388615,.0524084,.05166458,.05018899,7233836860,500,6857347930,500,947.28,.05315352
31oct1997,-.03260484,-.03372977,-.04319372,-.04424107,6991514030,500,7243597230,500,914.62,-.03447766
28nov1997,.04632092,.0446252,.03134186,.02947919,7308394530,500,6986980100,500,955.4,.04458682
31dec1997,.01714711,.01570038,.01531854,.01378795,7440534250,500,7313955340,500,970.43,.01573163
30jan1998,.01199363,.01107964,-.002326112,-.003151797,7545938650,500,7448593110,500,980.28,.01015014
27feb1998,.07195595,.07030339,.07886532,.07703599,8078896740,500,7543147370,500,1049.34,.07044926
31mar1998,.05133564,.05010385,.05017926,.04883452,8498184000,500,8078896740,500,1101.75,.04994568
30apr1998,.01127549,.0102316,.004209058,.003226517,8580996930,500,8512492460,500,1111.75,.00907647
29may1998,-.01767412,-.01920598,-.0249323,-.02654631,8433892020,500,8580869300,500,1090.82,-.01882618
30jun1998,.0409699,.0397998,.0108355,.0094556,8831046660,500,8408346170,498,1133.84,.03943822
31jul1998,-.0101089,-.01111209,-.04445054,-.04531142,8797989770,500,8840223600,500,1120.67,-.0116154
31aug1998,-.1431244,-.1445041,-.1484558,-.1502798,7558790250,500,8818868100,500,957.28,-.1457967
30sep1998,.06317615,.06161219,.06034109,.0585965,8041223980,500,7530956760,499,1017.01,.06239554
30oct1998,.0801108,.07914427,.08883952,.08786037,8749887020,500,7987891620,500,1098.67,.0802942
30nov1998,.06216446,.06068498,.05070964,.04884719,9258095600,500,8719797590,499,1163.63,.05912603
31dec1998,.05967283,.05845362,.02908173,.02752945,9806834360,500,9267061590,500,1229.23,.05637531
29jan1999,.04280011,.0420004,.01084734,.01004403,10304050000,500,9834164300,500,1279.64,.04100941
26feb1999,-.03193455,-.03315606,-.01937095,-.02118412,9970562320,500,10304050000,500,1238.33,-.03228252
31mar1999,.03897899,.03777404,.02185469,.02020909,10346675700,500,9952725170,500,1286.37,.03879418
30apr1999,.03755879,.03677071,.09693441,.09596029,10775531900,500,10343821800,500,1335.18,.03794398
28may1999,-.02315934,-.02483297,-.001111917,-.003032422,10532289500,500,10790858200,500,1301.84,-.02497042
30jun1999,.05443073,.05339769,.04124894,.03986686,11072717000,500,10467814800,500,1372.71,.05443833
30jul1999,-.03021994,-.0310841,-.03455467,-.035454,10754251100,500,11083313300,500,1328.72,-.0320461
31aug1999,-.004988728,-.006250558,-.02221598,-.02394732,10701731700,500,10769612900,500,1320.41,-.006254139
30sep1999,-.02807923,-.02925694,-.0394026,-.04089085,10405598100,500,10700821900,500,1282.71,-.02855174
29oct1999,.06423803,.06351165,.03097017,.02999504,11122321200,500,10342437500,500,1362.93,.06253947
30nov1999,.02082215,.01954694,-.001732309,-.003641049,11374474100,499,11128328000,499,1388.91,.01906187
31dec1999,.06257874,.06154892,.04420459,.04253773,12161197400,500,11351964300,500,1469.25,.05784392
31jan2000,-.04960637,-.05027258,-.05724903,-.05816374,11584230300,500,12175530400,500,1394.46,-.05090352
29feb2000,-.01745889,-.01866733,-.04509939,-.04711931,11376527500,500,11584230300,500,1366.42,-.02010814
31mar2000,.09849202,.09743418,.1099406,.1079958,12528639600,500,11376411300,500,1498.58,.0967199
28apr2000,-.03158458,-.03230818,.008073444,.007029482,12220357700,500,12557131400,500,1452.43,-.03079582
31may2000,-.02230377,-.02361652,.01665677,.01437592,11981203300,500,12217573100,500,1420.6,-.021915
30jun2000,.02621863,.02549712,-.01960474,-.02100886,12344652100,500,11900471600,499,1454.6,.02393355
31jul2000,-.01279473,-.01355875,.003866496,.002818103,12315569400,500,12373685300,500,1430.83,-.01634126
31aug2000,.06259438,.06127533,.07414382,.07174775,13106687900,500,12319267000,500,1517.68,.06069903
29sep2000,-.05208773,-.05279493,-.01381314,-.01510337,12457313900,500,13106687900,500,1436.51,-.05348295
31oct2000,-.00411993,-.004828599,.02109726,.0201588,12421438000,500,12457081100,500,1429.4,-.004949496
30nov2000,-.07826775,-.07955749,-.04545306,-.04762287,11451279300,500,12421762700,500,1314.95,-.08006856
29dec2000,.005719803,.004861165,.06675142,.06549605,11565398900,500,11467658300,498,1320.28,.004053386
31jan2001,.03237505,.0315548,.05341364,.05262311,12014544500,500,11489392100,500,1366.01,.03463659
28feb2001,-.09095229,-.09213085,-.04474889,-.04646696,10939528400,500,11994547400,500,1239.94,-.09229068
30mar2001,-.06370597,-.06458694,-.04983623,-.05102444,10251553800,500,10938234300,500,1160.33,-.06420472
30apr2001,.07782488,.07698099,.08472922,.08400021,11089346400,500,10270154200,500,1249.46,.07681435
31may2001,.006869813,.005329856,.01768694,.01586103,11160443700,500,11093996200,500,1255.82,.005090199
29jun2001,-.0245058,-.02518337,-.0158052,-.01682537,10894556800,500,11158663100,500,1224.42,-.02500358
31jul2001,-.009316987,-.01024794,-.009179585,-.009915168,10796170700,500,10938990500,500,1211.23,-.01077245
31aug2001,-.06343454,-.06493286,-.04365898,-.04537696,10134138100,500,10785394600,500,1133.58,-.06410839
28sep2001,-.08036087,-.08135185,-.1244717,-.1255257,9316520260,500,10136156000,500,1040.94,-.08172339
31oct2001,.01953998,.01854585,.04211654,.04131529,9520542380,500,9295930430,500,1059.78,.01809903
30nov2001,.07878694,.07725928,.1022732,.100571,10243197700,500,9516354630,500,1139.45,.07517598
31dec2001,.009050504,.007849281,.0305724,.02926178,10348785900,500,10253509400,500,1148.08,.007573829
31jan2002,-.01432377,-.01531956,-.00252717,-.003288512,10210368200,500,10361815900,500,1130.2,-.01557383
28feb2002,-.01948109,-.02097305,-.01129284,-.01272062,10004219400,500,10212163900,500,1106.73,-.02076624
28mar2002,.03757244,.03668958,.06736481,.06622827,10377892700,500,10004219400,500,1147.39,.03673886
30apr2002,-.0610008,-.06182595,-.03634192,-.03698784,9741287380,500,10377892700,500,1076.92,-.06141765
31may2002,-.007800483,-.009437633,-.01225587,-.01382765,9668888310,500,9738328740,500,1067.14,-.009081455
28jun2002,-.07134853,-.07261094,-.080675,-.08186101,8971928120,500,9672869220,500,989.8099999999999,-.07246472
31jul2002,-.07398719,-.07507388,-.105229,-.1061055,8318980140,500,8980694430,500,911.62,-.07899496
30aug2002,.007061378,.005400823,.012241,.01065221,8351792090,500,8321829090,499,916.0700000000001,.00488142
30sep2002,-.1089654,-.110421,-.1153094,-.1166452,7430543820,500,8341666370,500,815.29,-.1100134
31oct2002,.08859927,.08710293,.07306317,.07185052,8075998860,500,7430543820,500,885.76,.0864355
29nov2002,.05901923,.05728814,.1102506,.1083527,8512867790,500,8086805950,500,936.3099999999999,.05706964
31dec2002,-.05883433,-.06046364,-.05134428,-.05299467,8002801760,500,8511627860,500,879.8200000000001,-.06033258
31jan2003,-.02657915,-.02786004,-.02552495,-.02637686,7782234040,500,8002801760,500,855.7,-.0274147
28feb2003,-.01524638,-.01722488,-.02230253,-.0240391,7648226810,500,7783920260,500,841.15,-.01700362
31mar2003,.01030759,.008967362,.005085301,.003585227,7724580080,500,7645512550,500,848.18,.008357606
30apr2003,.08277367,.08146204,.1035092,.102385,8357157480,500,7671277410,500,916.92,.08104412
30may2003,.05325066,.05150826,.0960733,.09444142,8774327730,500,8357157480,500,963.59,.05089866
30jun2003,.01281586,.01135053,.007648506,.006213377,8877396860,500,8774327730,500,974.5,.01132224
31jul2003,.017932,.0165051,.02837026,.02730248,9032998370,500,8881111720,500,990.3099999999999,.0162237
29aug2003,.01959652,.01801366,.044604,.04304351,9202045440,500,9032611750,499,1008.01,.01787319
30sep2003,-.01073655,-.01210716,-.01656148,-.0178974,9132049160,500,9205450680,500,995.97,-.01194433
31oct2003,.05556035,.05397039,.07098804,.0699855,9627940830,500,9132049160,500,1050.71,.0549615
28nov2003,.00925932,.007605664,.02126668,.01960972,9705385380,500,9627368510,500,1058.2,.007128513
31dec2003,.05178037,.05010664,.05316607,.05149817,10156561300,500,9705385380,500,1111.92,.05076545
30jan2004,.01907764,.01799144,.02421148,.02343858,10338496000,500,10156561300,500,1131.13,.01727642
27feb2004,.01440307,.01271619,.02090183,.01943285,10494719800,500,10342745500,500,1144.94,.01220903
31mar2004,-.01498208,-.01626675,-.005809821,-.007174456,10352709700,500,10502212900,500,1126.21,-.01635894
30apr2004,-.01558432,-.01671875,-.02454558,-.0253867,10225312000,500,10300637700,500,1107.3,-.01679083
28may2004,.01362899,.01202377,.01937368,.01789517,10345264300,500,10228484600,500,1120.68,.01208345
30jun2004,.01948845,.01801945,.03031952,.02893368,10514279400,500,10345264300,500,1140.84,.01798908
30jul2004,-.03295387,-.03411077,-.04314446,-.04400446,10175588400,500,10472590300,500,1101.72,-.03429052
31aug2004,.003807461,.00201854,-.002948474,-.004770912,10202644100,500,10177769000,500,1104.24,.002287332
30sep2004,.01081651,.009346637,.02757037,.02626542,10285563700,500,10200534100,500,1114.58,.009363906
29oct2004,.01497261,.01369914,.02450662,.02358939,10400365400,500,10253103200,500,1130.2,.01401425
30nov2004,.04055915,.0355722,.05871657,.05686,10775860400,500,10392258900,500,1173.82,.03859494
31dec2004,.03373373,.03208562,.03757787,.035933,11174847000,500,10810662000,500,1211.92,.03245813
31jan2005,-.02382419,-.02474889,-.0294732,-.03016936,10893939400,500,11174847000,500,1181.27,-.02529045
28feb2005,.0211521,.01901488,.02032652,.01875626,11090951900,500,10893939400,500,1203.6,.01890338
31mar2005,-.01723979,-.01872887,-.01279734,-.01430797,10900580800,500,11092798500,500,1180.59,-.01911765
29apr2005,-.01892568,-.0200755,-.03096129,-.03176298,10683198400,500,10900580800,500,1156.85,-.02010859
31may2005,.03199443,.03015639,.04856339,.04702851,10972857600,500,10683198400,500,1191.5,.02995203
30jun2005,.001716826,.0001394482,.01449939,.01311161,10968272300,500,10972857600,500,1191.33,-.0001426773
29jul2005,.03736385,.03616314,.05138335,.05053793,11375061100,500,10975888600,500,1234.18,.0359682
31aug2005,-.009159097,-.0112646,-.009789152,-.01138852,11254185300,500,11338390800,500,1220.33,-.01122203
30sep2005,.008066667,.006915606,.00828099,.007061605,11328229800,500,11254185300,500,1228.81,.00694894
31oct2005,-.01567206,-.01669718,-.02346657,-.02433263,11126639300,500,11284963000,500,1207.01,-.01774074
30nov2005,.03828868,.03567516,.04374409,.0416909,11545923500,500,11127276600,500,1249.48,.03518612
30dec2005,-.00006043767,-.001396029,.008022179,.006569779,11534265500,500,11551045800,500,1248.29,-.0009523962
31jan2006,.02644184,.02542376,.04137811,.04051426,11786499400,500,11542456400,500,1280.08,.02546684
28feb2006,.002424526,.0001669093,.002951212,.001373457,11816340400,500,11790889900,500,1280.66,.0004530967
