caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
31dec1925,,,,,15236829.5,89,,,12.46,
30jan1926,-.001783081,-.003979716,.006457145,.003249569,15277664,89,15236829.5,79,12.74,.02247191
27feb1926,-.03329646,-.03787568,-.03997914,-.04245058,14712894.9,89,15277664,81,12.18,-.04395605
31mar1926,-.0577079,-.06200729,-.06791501,-.07327473,14012079.2,89,14712894.9,81,11.46,-.0591133
30apr1926,.03852234,.03485585,.03144085,.02712134,14500482.2,89,14012079.2,82,11.72,.02268761
28may1926,.01362326,.009069733,.01201107,.009514593,14778795.5,89,14500482.2,82,11.81,.007679181
30jun1926,.05642665,.05019601,.05214161,.04535276,15554633.5,89,14762818,83,12.32,.04318374
31jul1926,.04040314,.0381681,.03754694,.03392965,16180459.2,89,15545083.5,82,12.88,.04545455
31aug1926,.02982192,.02574676,.01892423,.01637997,16743393.6,89,16180459.2,83,13.1,.01708074
30sep1926,.01342017,.009121955,.01403687,.008582386,16835120.4,89,16687393.6,83,13.4,.02290076
30oct1926,-.03017168,-.03243385,-.02589104,-.02892275,16275309.3,89,16692236.8,81,12.98,-.03134328
30nov1926,.02693683,.01936661,.03650711,.03333002,16907546.6,89,16217044.3,82,13.27,.02234207
31dec1926,.02604734,.02032064,.02120253,.01431532,17028798.8,89,16907546.6,84,13.49,.01657875
31jan1927,-.002910215,-.005578959,-.00395484,-.007715483,17018724.4,89,17028798.8,84,13.21,-.02075612
28feb1927,.04552164,.04056635,.04342826,.04092246,17776303.5,89,17018724.4,85,13.84,.04769114
31mar1927,.007324372,.002610089,-.01005169,-.01560073,17883291.6,89,17776303.5,85,13.93,.00650289
30apr1927,.01302062,.01090655,.006899801,.003889602,18088304.2,89,17883291.6,85,14.17,.017229
31may1927,.06235265,.05709578,.06440683,.06141862,19323089.5,89,18076286.8,84,14.91,.05222301
30jun1927,-.02036983,-.02570527,-.02692043,-.0326905,18855819.6,89,19323089.5,85,14.77,-.009389671
30jul1927,.08444999,.08168719,.06744362,.06384782,20355724.1,89,18855819.6,86,15.73,.06499662
31aug1927,.03332036,.02862443,.02611497,.0233855,21138727.1,89,20355724.1,86,16.43,.04450095
30sep1927,.05301614,.04909533,.05795908,.05293503,22117908.2,89,21127204.6,86,17.14,.04321363
31oct1927,-.04680404,-.04895959,-.04527907,-.04781725,21050088.1,89,22117908.2,86,16.23,-.05309218
30nov1927,.07054642,.06427008,.07805794,.07536279,22421224.2,89,21050088.1,87,17.33,.06777573
31dec1927,.01929461,.0144028,.01980023,.01390642,22880436.6,89,22421224.2,87,17.66,.01904212
31jan1928,-.00718228,-.009199866,.01145915,.008765546,22716371.5,89,22880436.6,87,17.57,-.005096263
29feb1928,-.01254892,-.01667942,-.02150767,-.02381549,22351074.6,89,22716371.5,87,17.26,-.01764371
31mar1928,.1057519,.1016517,.07528088,.07058296,24631644,89,22351074.6,87,19.13,.108343
30apr1928,.03472506,.03271499,.04001562,.03748632,25503612.1,89,24631644,87,19.75,.03240983
31may1928,.01232466,.00742204,.01592431,.0137335,25803556,89,25503612.1,87,20,.01265823
30jun1928,-.03433005,-.03872493,-.04857334,-.0540464,24948490.4,89,25803556,87,19.19,-.0405
31jul1928,.01011716,.008278435,.007727386,.005265756,25138229.9,89,24921400.4,86,19.43,.01250651
31aug1928,.07023013,.06551433,.06799314,.06502237,26638717,89,24990547.4,86,20.87,.0741122
29sep1928,.02240854,.01993694,.02571677,.02253805,27333943.1,89,26638717,86,21.37,.02395783
31oct1928,.01383858,.01205504,.006280661,.003659781,27717369.8,89,27333943.1,86,21.68,.01450632
30nov1928,.1229746,.1167039,.1295369,.1265399,31592727.5,89,28236557.8,87,24.28,.1199262
31dec1928,.006232344,.002888041,.02632193,.0217011,32743322.2,89,31592727.5,88,24.35,.002883031
31jan1929,.05547319,.05389204,.07331088,.07107962,34729364.2,89,32743322.2,88,25.74,.05708419
28feb1929,-.004874487,-.008074565,-.01124149,-.01313232,33727242.9,89,34729364.2,88,25.59,-.005827506
28mar1929,.0001539046,-.00321312,-.01144848,-.01510219,33687237.1,89,33715582.9,87,25.53,-.002344666
30apr1929,.0195591,.01823356,.01194951,.009954008,34653311.4,89,33687237.1,87,25.94,.01605954
31may1929,-.04128062,-.04610062,-.03398164,-.03673382,33386954.9,89,34653311.4,88,24.83,-.04279106
29jun1929,.1122935,.1095838,.106753,.1027373,37098108.7,89,33386954.9,88,27.62,.1123641
31jul1929,.05001359,.04818597,.05074487,.04822922,38901636.6,90,37100758.3,89,28.88,.04561912
30aug1929,.09487135,.09073252,.07835916,.07604105,43063051.8,90,39456798.4,88,31.71,.09799169
30sep1929,-.05094072,-.05304575,-.03072769,-.03396967,41295181.5,90,43063051.8,88,30.16,-.04888048
31oct1929,-.1861502,-.1881152,-.175188,-.1774888,33694827.5,90,41270476.5,88,24.15,-.1992706
27nov1929,-.125359,-.1303739,-.1169759,-.1197918,29389144.8,90,33694827.5,88,20.92,-.1337474
31dec1929,.02775342,.02357071,.01506262,.008734062,30598997.5,90,29389144.8,89,21.45,.02533461
31jan1930,.05963205,.05703175,.06585366,.06266773,32286446.5,90,30468817.5,88,22.79,.06247086
28feb1930,.02604069,.02151601,.03740243,.03476457,32783643.2,89,32105138.5,87,23.28,.02150066
31mar1930,.07234769,.06935149,.05320763,.04935016,35280381.9,89,32783643.2,87,25.14,.0798969
30apr1930,-.01393782,-.01586723,-.02875773,-.03127704,34720524.6,89,35280381.9,87,24.9,-.00954654
29may1930,-.01114792,-.0153038,-.01556574,-.01800137,34509386.8,89,34692568.4,86,24.49,-.01646586
30jun1930,-.1557148,-.1591818,-.1544916,-.1601025,29191751.9,89,34509386.8,86,20.46,-.164557
31jul1930,.03871284,.03639529,.03546701,.03128284,30253990.8,89,29191751.9,87,21.21,.03665689
29aug1930,.0112663,.006691362,.00196818,-.000682662,30473904.1,89,30253990.8,87,21.37,.007543611
30sep1930,-.1235485,-.1276348,-.1290059,-.1343589,26584345.2,89,30473904.1,87,18.59,-.1300889
31oct1930,-.08368026,-.08639356,-.08152123,-.08499203,24303613,89,26584345.2,87,16.94,-.0887574
29nov1930,-.01973627,-.02411288,-.008595395,-.01125545,23717582.8,89,24303613,87,16.57,-.02184179
31dec1930,-.07147905,-.07770722,-.092791,-.1012884,22147658.8,89,23717582.8,87,15.34,-.07423054
31jan1931,.0595268,.05672938,.09762857,.09204315,23418619,89,22147658.8,87,16.09,.04889179
28feb1931,.1109427,.1052792,.1133213,.1106245,25887749.2,89,23418619,87,17.93,.1143567
31mar1931,-.06893873,-.073451,-.07870445,-.08460323,23986683.4,89,25887749.2,87,16.69,-.06915784
30apr1931,-.09295526,-.09546037,-.1280643,-.1319904,21696894.1,89,23986683.4,87,15.09,-.09586579
29may1931,-.1376743,-.1430196,-.1501413,-.1530934,18593106.9,89,21696894.1,87,13.02,-.1371769
30jun1931,.1464917,.1397629,.1905664,.1828071,21201638.1,89,18593106.9,87,14.83,.1390169
31jul1931,-.07546486,-.07857032,-.08223671,-.08718143,19535818.6,89,21201638.1,87,13.73,-.07417397
31aug1931,.007778557,.002304088,-.0144161,-.01689429,19585992.4,89,19535818.6,87,13.86,.009468318
30sep1931,-.2874612,-.2915241,-.3100015,-.3146862,13870981.2,89,19578642.4,86,9.710000000000001,-.2994228
31oct1931,.07673824,.07283363,.06601556,.06076857,14885017.8,89,13870981.2,86,10.53,.08444902
30nov1931,-.1009092,-.1093963,-.1229502,-.1264019,13376132.7,90,15003627.2,89,9.5,-.09781577
31dec1931,-.1375568,-.1454713,-.1891191,-.1975418,11458492.5,90,13376132.7,89,8.119999999999999,-.1452632
30jan1932,-.01880263,-.02106684,.07131573,.06704456,11230519.6,90,11458492.5,89,7.89,-.02832512
29feb1932,.05358103,.04523329,.04091929,.0375491,11738513,90,11230519.6,89,8.289999999999999,.05069708
31mar1932,-.1189066,-.1252455,-.1636094,-.1696295,10268327.4,90,11738513,89,7.31,-.1182147
30apr1932,-.2052949,-.2076367,-.1981788,-.2012595,8136384.88,90,10268327.4,89,5.83,-.2024624
31may1932,-.2321233,-.2401228,-.2994851,-.3030143,6182653,90,8136384.88,89,4.47,-.2332762
30jun1932,.002767709,-.006507285,.03093342,.02304753,6146081.560000001,90,6182653,89,4.43,-.008948546
30jul1932,.3918378,.3900057,.5512294999999999,.5489472,8541263.189999999,90,6146081.560000001,89,6.1,.3769752
31aug1932,.4019789,.3941635,.6804150999999999,.6776365999999999,11907917.6,90,8541263.189999999,89,8.390000000000001,.3754098
30sep1932,-.02952643,-.03411772,-.06500483,-.06917953,11499402.2,90,11905605.6,88,8.08,-.03694875
31oct1932,-.1420686,-.1432626,-.187556,-.1889641,9852288.620000001,90,11502554.5,89,6.96,-.1386139
30nov1932,-.05222828,-.05870184,-.09492928,-.09708636,9273941.120000001,90,9852288.620000001,89,6.55,-.05890805
31dec1932,.06156931,.05374897,.01987247,.01451853,9751216.689999999,90,9273941.120000001,89,6.89,.0519084
31jan1933,.01393835,.0125748,.05662929,.05507116,9871387,90,9751216.689999999,89,6.94,.007256894
28feb1933,-.1795577,-.1860349,-.1996942,-.2020445,8035008.560000001,90,9871387,89,5.66,-.184438
31mar1933,.03862698,.03258059,.08364668,.07935084,8313702.38,90,8051379.060000001,89,5.85,.0335689
29apr1933,.4143123,.4122908,.5524517,.5507333,11739396.9,90,8313702.38,89,8.32,.4222222
31may1933,.1748157,.1701668,.3152566,.3135968,13737052.2,90,11739396.9,89,9.640000000000001,.1586538
30jun1933,.1374979,.1339941,.2021367,.1993924,15579952,90,13737052.2,89,10.91,.1317427
31jul1933,-.08473554,-.08547083,-.09462865,-.09546672,14279988.1,90,15579952,89,9.949999999999999,-.08799267
31aug1933,.1232718,.1198073,.1290746,.1274927,15990834.2,90,14279988.1,89,11.09,.1145729
30sep1933,-.1180452,-.1211124,-.1446204,-.1472504,14054138.8,90,15990834.2,89,9.83,-.1136159
31oct1933,-.09062295,-.09158795,-.1129227,-.1140618,12765801.2,90,14054138.8,89,8.960000000000001,-.08850458
29nov1933,.108553,.1020695,.08761712,.08494727,14068799.6,90,12765801.2,89,9.880000000000001,.1026786
30dec1933,.02669359,.0244304,.02831493,.02621793,14350816.2,90,14068799.6,89,10.1,.02226721
31jan1934,.1150326,.113644,.2077385,.205669,15980449.6,90,14350816.2,89,11.17,.1059406
28feb1934,-.03283958,-.03727167,-.02690942,-.02923233,15384831.5,90,15980449.6,89,10.76,-.03670546
31mar1934,.005355011,.002464229,.002125544,-.0002262385,15422745.1,90,15384831.5,89,10.75,-.000929368
30apr1934,-.02548971,-.02694426,-.008762407,-.01039674,15026163.2,90,15422745.1,89,10.46,-.02697674
31may1934,-.07849651,-.08225515,-.09988727,-.1019244,13790183.8,90,15026163.2,90,9.609999999999999,-.08126195
30jun1934,.02407956,.02110231,.02717108,.02465736,14081193.2,90,13790183.8,90,9.81,.02081165
31jul1934,-.1198464,-.1217233,-.1876251,-.1897402,12380214.9,90,14081193.2,90,8.68,-.1151886
31aug1934,.05864953,.05162925,.0982132,.09536402,13019396.1,90,12380214.9,90,9.15,.05414747
29sep1934,-.0002155451,-.003126708,.004991083,.00241048,12836657.9,90,12876913.9,89,9.1,-.005464481
31oct1934,-.03266262,-.0337323,-.04420999,-.04581661,12530900.4,90,12836657.9,89,8.81,-.03186813
30nov1934,.08605947,.08068219,.08939962,.08662285,13558813.6,90,12530900.4,90,9.539999999999999,.08286039
31dec1934,-.0006808223,-.004415121,-.01846848,-.02181431,13486763,90,13558813.6,90,9.5,-.004192872
31jan1935,-.04236802,-.04375531,-.05803262,-.06001867,12896645.5,90,13486763,90,9.1,-.04210526
28feb1935,-.03683957,-.04266039,-.06824995,-.0712536,12346469.6,90,12896645.5,90,8.74,-.03956044
30mar1935,-.03145429,-.03532426,-.04506983,-.04838128,11910339.7,90,12346469.6,90,8.470000000000001,-.03089245
30apr1935,.09649277,.09534723,.09800746,.0965395,13045957.8,90,11910339.7,90,9.279999999999999,.09563164
31may1935,.03813545,.03305912,.05212716,.04941033,13477245.6,90,13045957.8,90,9.58,.03232758
29jun1935,.07053263,.06712429,.07270929,.06991614,14381896.2,90,13477245.6,90,10.23,.06784969
31jul1935,.08381438,.08247122,.09214099,.09032934,15567988.6,90,14381896.2,90,11.08,.08308896
31aug1935,.02656855,.02210459,.06423039,.06225698,15885007.8,90,15567988.6,90,11.32,.02166065
30sep1935,.02552646,.02217482,.01362348,.01078798,16237254.9,90,15885007.8,90,11.59,.02385159
31oct1935,.07180338,.07063396,.077787,.07586433,17384156.6,90,16237254.9,90,12.46,.07506471
30nov1935,.05194303,.04561998,.1142764,.1119176,18177064.6,90,17384156.6,90,12.95,.03932584
31dec1935,.03988662,.03674383,.04680177,.04369964,18849101.3,90,18177064.6,90,13.43,.03706564
31jan1936,.07183189,.07018735,.1133316,.1115739,20172070,90,18849101.3,90,14.31,.06552494
29feb1936,.02246132,.01885674,.04596267,.04396764,20552449.5,90,20172070,90,14.55,.01677149
31mar1936,.02402916,.02145677,.0007650353,-.001495469,20754445.2,90,20318476.4,89,14.92,.02542955
30apr1936,-.07758793,-.07835602,-.09746411,-.09855193,19353767.1,90,20754445.2,89,13.77,-.07707775
29may1936,.05310606,.04697143,.06292703,.06084266,20262841.2,90,19353767.1,90,14.4,.04575163
30jun1936,.03254184,.02950875,.01928588,.01644846,20909453,90,20262841.2,90,14.84,.03055556
31jul1936,.07344232,.07235585,.08678582,.08510178,22424051.6,90,20909453,90,15.85,.0680593
31aug1936,.01412382,.008929589,.02409912,.0218769,22624289.2,90,22424051.6,90,15.99,.008832808
30sep1936,.004816999,.001616647,.01630795,.01326087,22660864.7,90,22624289.2,90,16.01,.001250782
31oct1936,.07628085,.07527223,.05855579,.05652929,24366598.5,90,22660864.7,90,17.21,.07495315
30nov1936,.01066589,-.0003212235,.03398079,.02781349,24358771.4,90,24366598.5,90,17.28,.004067403
31dec1936,-.003830328,-.007289016,.0126444,.009230741,24307618.4,90,24358771.4,90,17.18,-.005787037
30jan1937,.03664792,.03591569,.05052468,.0490837,25173100.5,90,24307618.4,90,17.83,.03783469
27feb1937,.01848299,.01535031,.03057895,.02819054,25581658,90,25173100.5,90,18.09,.01458216
31mar1937,-.003511057,-.006241967,.01487649,.01196938,25566856.9,90,25581658,90,17.92,-.009397457
30apr1937,-.08064643,-.08149024,-.08784538,-.08898193,23502236.9,90,25566856.9,90,16.43,-.08314732
28may1937,-.00569858,-.01168556,-.02749193,-.03076663,23227600,90,23502236.9,90,16.26,-.01034693
30jun1937,-.05380307,-.05785335,-.07664999,-.08064287,21883805.6,90,23227600,90,15.4,-.05289053
31jul1937,.09899053,.09801244,.1145787,.1128863,24028887.5,90,21883805.6,90,16.98,.1025974
31aug1937,-.05118309,-.05629061,-.05817128,-.061524,22679667.9,90,24028887.5,90,16.04,-.05535924
30sep1937,-.1396101,-.1436825,-.1741248,-.1777274,19440315.4,90,22679667.9,90,13.76,-.1421446
30oct1937,-.1027223,-.1037028,-.111564,-.1132239,17424300.5,90,19440315.4,90,12.36,-.1017442
30nov1937,-.0842893,-.1002544,-.09380807,-.103987,15677438.6,90,17424300.5,90,11.11,-.1011327
31dec1937,-.04582813,-.05301892,-.09319571,-.1007381,14872056.5,90,15677438.6,90,10.55,-.05040504
31jan1938,.01216333,.01109636,.004604836,.002775483,15037082.2,90,14872056.5,90,10.69,.01327014
28feb1938,.06575718,.06113052,.08508939,.08199705,15956306.9,90,15037082.2,90,11.34,.06080449
31mar1938,-.2541062,-.2579512,-.3069273,-.3105237,11840357.5,90,15956306.9,90,8.5,-.2504409
30apr1938,.1426668,.140966,.1892993,.1874861,13509445.8,90,11840357.5,90,9.699999999999999,.1411765
31may1938,-.03997348,-.04603557,-.04333701,-.04594257,12887530.7,90,13509445.8,90,9.27,-.0443299
30jun1938,.2535193,.2493041,.305148,.30092,16100445.5,90,12887530.7,90,11.56,.2470334
30jul1938,.07473794,.07387223,.09090843,.08983461,17289821.4,90,16100445.5,90,12.4,.07266436
31aug1938,-.02590061,-.02946547,-.05933609,-.06158872,16780368.8,90,17289821.4,90,12.06,-.02741935
30sep1938,.0169319,.01386704,-.002649163,-.005631405,17013062.8,90,16780368.8,90,12.24,.01492537
31oct1938,.07896028,.0781998,.1504165,.1493409,18343480.8,90,17013062.8,90,13.17,.0759804
30nov1938,-.02620672,-.03278401,-.04465375,-.04844022,17742091.6,90,18343480.8,90,12.73,-.03340926
31dec1938,.04480968,.04153836,.06423858,.06134903,18422099.2,90,17742091.6,90,13.21,.03770621
31jan1939,-.07050574,-.07131392,-.08367801,-.08494982,17108347.1,90,18422099.2,90,12.3,-.0688872
28feb1939,.03929196,.03435658,.05325903,.05096339,17696105.5,90,17108347.1,90,12.7,.03252032
31mar1939,-.1348207,-.1381709,-.1949218,-.1979957,15253640.9,90,17696105.5,90,10.98,-.1354331
29apr1939,-.006611206,-.00784235,.007821793,.006583147,15169574.6,90,15260826.5,90,10.92,-.005464481
31may1939,.0695565,.06346031,.08491405,.0825918,16132244.1,90,15169574.6,90,11.6,.06227106
30jun1939,-.06181011,-.06574802,-.09576805,-.09967387,15071581,90,16132244.1,90,10.86,-.0637931
31jul1939,.1113101,.1103546,.1510388,.1495867,16734799.1,90,15071581,90,12.04,.1086556
31aug1939,-.06755129,-.07302507,-.1039162,-.1064002,15512739.2,90,16734799.1,90,11.18,-.07142857
30sep1939,.1811673,.1775717,.3748046,.3714803,18267362.6,90,15512739.2,90,13.02,.1645796
31oct1939,-.01688687,-.01763964,-.03407325,-.0350076,17945133,90,18267362.6,90,12.83,-.01459293
30nov1939,-.04053219,-.05114235,-.08551387,-.0907255,17027382.5,90,17945133,90,12.2,-.04910366
30dec1939,.02817748,.02314263,.02551581,.02042348,17410395.9,90,17027382.5,90,12.49,.02377049
31jan1940,-.03592714,-.03679998,-.04376478,-.0450266,16769693.7,90,17410395.9,90,12.05,-.03522818
29feb1940,.01313857,.006916823,.01617991,.01269115,16885686.7,90,16769693.7,90,12.13,.006639004
30mar1940,.01356089,.01051827,.009462938,.006565008,17063294.9,90,16885686.7,90,12.25,.009892828
30apr1940,-.004478004,-.006230625,.007316106,.00563926,16971535.4,90,17077941.6,90,12.19,-.004897959
31may1940,-.2314801,-.2397646,-.2829527,-.2865579,12902362,90,16971535.4,90,9.27,-.2395406
29jun1940,.08303536,.07820834,.1271524,.1218914,13911434.3,90,12902362,90,9.98,.07659116
31jul1940,.03308987,.03191351,.02844921,.02651728,14355397,90,13911434.3,90,10.29,.03106212
31aug1940,.03542135,.02663104,.02714526,.02300499,14737696.2,90,14355397,90,10.56,.02623907
30sep1940,.01422107,.01009557,.01208454,.007770881,14886481.6,90,14737696.2,90,10.66,.009469697
31oct1940,.04146785,.04017968,.06160698,.05982253,15484615.7,90,14886481.6,90,11.08,.03939962
30nov1940,-.02943096,-.04299741,-.04414044,-.05215547,14818817.3,90,15484615.7,90,10.61,-.04241877
31dec1940,.002927264,-.002489798,-.01393939,-.02037484,14791912.6,90,14818817.3,90,10.58,-.002827521
31jan1941,-.0455549,-.04684655,-.01941548,-.02233989,14098962.5,90,14791912.6,90,10.07,-.04820416
28feb1941,-.004728946,-.01256983,-.01106801,-.01540866,13921740.9,90,14098962.5,90,9.92,-.01489573
31mar1941,.008872039,.004172839,.01516386,.01085621,13979834.1,90,13921740.9,90,9.960000000000001,.004032258
30apr1941,-.0621517,-.0634631,-.06770932,-.06898843,13092630.5,90,13979834.1,90,9.31,-.06526104
31may1941,.01318391,.002139577,-.002942822,-.008461012,13120643.2,90,13092630.5,90,9.35,.004296456
30jun1941,.05885145,.05248607,.06017469,.05405281,13809294.1,90,13120643.2,90,9.85,.05347594
31jul1941,.0571061,.05561895,.1276424,.1253226,14577352.5,90,13809294.1,90,10.39,.05482234
30aug1941,-.00111262,-.009735773,-.01349843,-.01807275,14754795.1,90,14899856.8,90,10.3,-.008662175
30sep1941,-.007350739,-.01149898,-.02463248,-.02957389,14585130,90,14754795.1,90,10.2,-.009708738
31oct1941,-.0646024,-.06595474,-.07818655,-.07955981,13623171.6,90,14585130,90,9.5,-.06862745
29nov1941,-.02491587,-.04210677,-.05041257,-.06197524,13049543.8,90,13623171.6,90,9.1,-.04210526
31dec1941,-.03884285,-.04620479,-.06179484,-.07133298,12523723.4,90,13049543.8,90,8.69,-.04505495
31jan1942,.02227606,.02063902,.1015719,.099856,12782200.8,90,12523723.4,90,8.81,.01380898
28feb1942,-.017647,-.02464238,-.007279251,-.01165307,12467217,90,12782200.8,90,8.59,-.02497162
31mar1942,-.06406767,-.06967586,-.07470805,-.08198331,11598552.9,90,12467217,90,8.01,-.06752037
30apr1942,-.03798812,-.0403225,-.04366086,-.048335,11130870.2,90,11598552.9,90,7.66,-.04369538
29may1942,.07033896,.06011857,.03824538,.03284365,11800042.2,90,11130870.2,90,8.15,.06396867
30jun1942,.02354413,.01697587,.01406379,.007503049,12000358.2,90,11800042.2,90,8.300000000000001,.01840491
31jul1942,.03603115,.03431442,.05252213,.05042921,12412143.6,90,12000358.2,90,8.56,.0313253
31aug1942,.01534644,.007531022,.01206517,.007072754,12505619.8,90,12412143.6,90,8.619999999999999,.007009346
30sep1942,.03244935,.0276709,.05209566,.04544592,12851661.6,90,12505619.8,90,8.85,.02668213
31oct1942,.06786665,.06633342,.1102826,.1083277,13704156.2,90,12851661.6,90,9.42,.06440678
30nov1942,-.00439196,-.01693658,-.03266761,-.04354779,13472054.8,90,13704156.2,90,9.289999999999999,-.01380042
31dec1942,.05753656,.05044929,.04586037,.03570075,14167177.8,90,13472054.8,90,9.77,.05166846
30jan1943,.07243353,.07106196,.1290456,.127338,15173925.2,90,14167177.8,90,10.47,.0716479
27feb1943,.05850346,.0526758,.1152542,.1114947,15973223.9,90,15173925.2,90,11,.05062082
31mar1943,.05940362,.05518246,.09085678,.08549596,16854665.6,90,15973223.9,90,11.58,.05272727
30apr1943,.003587806,.002332418,.04929051,.04783634,16893977.8,90,16854665.6,90,11.59,.0008635579
29may1943,.05269755,.04565107,.07096232,.0663178,17665206,90,16893977.8,90,12.11,.04486626
30jun1943,.02168927,.01714227,.0091452,.004110673,17968027.8,90,17665206,90,12.35,.01981833
31jul1943,-.05309182,-.05423838,-.06632547,-.06787015,16993471.1,90,17968027.8,90,11.68,-.05425101
31aug1943,.01623156,.01075059,.005528211,.001775329,16996490.1,90,16993471.1,90,11.8,.01027397
30sep1943,.02749757,.02333091,.03675968,.03238396,17393060.6,90,16996490.1,90,12.08,.02372881
30oct1943,-.01165007,-.01250047,-.002129698,-.00407874,17175639.1,90,17393060.6,90,11.92,-.01324503
30nov1943,-.06705178,-.07796607,-.1033418,-.1146729,15836522,90,17175639.1,90,11.02,-.07550336
31dec1943,.07030516,.06521106,.1005157,.09519529,16833831.8,90,15836522,90,11.67,.05898366
31jan1944,.01862161,.0173098,.04210838,.03986608,17125221.9,90,16833831.8,90,11.85,.01542416
29feb1944,.006478558,.0002376867,.02581651,.0215221,17129292.4,90,17125221.9,90,11.82,-.002531646
31mar1944,.0213128,.01730924,.0331242,.02786542,17406442.2,90,17129292.4,90,12.02,.01692047
29apr1944,-.01242726,-.01343286,-.03319745,-.03412161,17172623.9,90,17406442.2,90,11.87,-.0124792
31may1944,.04884119,.0408642,.05342849,.04801458,17825082.8,90,17125272.3,89,12.35,.04043808
30jun1944,.05457356,.04976758,.07751263,.07282574,18732506.4,90,17844414.9,89,12.98,.05101215
31jul1944,-.01947007,-.02062944,-.01199538,-.01358939,18346065.3,90,18732506.4,89,12.71,-.02080123
31aug1944,.0147003,.008207805,.0255957,.02142983,18496646.2,90,18346065.3,89,12.82,.008654603
30sep1944,-.0006916358,-.003117796,-.009373695,-.01191746,18438979.4,90,18496646.2,89,12.78,-.003120125
31oct1944,.002434946,.001045198,-.008160782,-.01023272,18458251.8,90,18438979.4,89,12.78,0
30nov1944,.0173265,.005831552,.0121217,.002559388,18565892.1,90,18458251.8,89,12.83,.003912363
30dec1944,.04477798,.04103374,.07675704,.07284871,19414471.6,90,18493750.4,88,13.28,.03507404
31jan1945,.01190055,.01078362,.02849865,.02642635,19700714.4,90,19414471.6,88,13.47,.01430723
28feb1945,.06947185,.06357814,.09653957,.09164717,20953249.2,90,19700714.4,89,14.3,.06161841
31mar1945,-.04168523,-.04499045,-.03723398,-.04037989,19737348.1,90,20667173.6,90,13.64,-.04615385
30apr1945,.09052423,.08946503,.1161007,.1147529,21503150.5,90,19737348.1,90,14.84,.08797654
31may1945,.020041,.01162357,.03130028,.02542368,21753093.9,90,21503150.5,90,15.01,.01145553
30jun1945,.002380351,.0001340499,.05600103,.05352891,21756009.9,90,21753093.9,90,14.96,-.003331113
31jul1945,-.02153903,-.02247934,-.03084141,-.03201799,21263136.4,90,21756009.9,90,14.66,-.02005348
31aug1945,.05985225,.05402666,.04535043,.04067781,22411912.5,90,21263136.4,90,15.51,.0579809
29sep1945,.04636089,.04399923,.073603,.07150277,23398019.4,90,22411912.5,90,16.16,.04190845
31oct1945,.0308154,.02986175,.05040821,.04897174,24105580.6,90,23398019.4,90,16.65,.03032178
30nov1945,.04494968,.03561203,.07260185,.06492817,24964029.2,90,24105580.6,90,17.19,.03243243
31dec1945,.01113331,.008805187,.009562736,.007144103,25379634.1,90,24900561.2,89,17.36,.00988947
31jan1946,.06950416,.06851493,.09316197,.0917042,27182347.9,90,25379634.1,89,18.57,.06970046
28feb1946,-.06517089,-.06978478,-.07185838,-.07518179,25313046.4,90,27182347.9,90,17.28,-.06946688
30mar1946,.04911832,.04614739,.05436454,.05119872,26481189.9,90,25313046.4,90,18.08,.04629629
30apr1946,.03574771,.0347065,.02759212,.02639338,27404658.5,90,26481189.9,90,18.76,.03761062
31may1946,.02878498,.02320235,.04326334,.03881097,28040511,90,27404658.5,90,19.18,.02238806
28jun1946,-.03528918,-.03752068,-.03996262,-.04228253,26988412,90,28040511,90,18.43,-.03910323
31jul1946,-.02735021,-.02842869,-.04252098,-.04381343,26268666.9,90,26988412,90,17.96,-.0255019
30aug1946,-.068855,-.07336538,-.0752293,-.07922063,24369861.1,90,26268666.9,90,16.65,-.07293987
30sep1946,-.1041125,-.1066191,-.1273285,-.1304284,21771579.5,90,24369861.1,90,14.96,-.1015015
31oct1946,-.005635693,-.006816874,.006155231,.00454614,21628104.9,90,21771579.5,90,14.84,-.00802139
30nov1946,-.003801182,-.01174147,.001540776,-.006399023,21374159.1,90,21628104.9,90,14.67,-.01145553
31dec1946,.04681801,.04197298,.04630753,.04132598,22130819.8,90,21374159.1,90,15.3,.04294479
31jan1947,.02201279,.02095322,.01844252,.01715141,22621109.2,90,22130819.8,90,15.66,.02352941
28feb1947,-.008306561,-.01516638,-.007727606,-.01342533,22525535.6,90,22717128.5,89,15.43,-.0146871
31mar1947,-.01500771,-.01773056,-.02903671,-.03225535,22084172,90,22525535.6,90,15.17,-.01685029
30apr1947,-.03956015,-.04077226,-.06536222,-.06712489,21236913.6,90,22084172,90,14.58,-.03889255
29may1947,-.0009903582,-.01046967,-.01851558,-.02590357,21030527.3,90,21236913.6,90,14.45,-.008916324
30jun1947,.053991,.05090785,.0506073,.04725426,22096799.9,90,21030527.3,90,15.21,.05259516
31jul1947,.03957222,.03836872,.05463171,.05266444,22826862.6,90,21983388.2,90,15.76,.03616042
29aug1947,-.02307618,-.02914838,-.02374502,-.02893359,22161496.6,90,22826862.6,90,15.32,-.02791878
30sep1947,-.009927733,-.01369035,-.001423425,-.006318867,21959753.1,90,22161496.6,90,15.11,-.01370757
31oct1947,.0205775,.01935269,.01154288,.009773129,22384733.5,90,21959753.1,90,15.43,.02117803
29nov1947,-.0176331,-.0295548,-.03886199,-.04826269,21727652.2,90,22384733.5,90,14.99,-.02851588
