permno,start,ending
27617,06dec1961,19feb1964
27633,30dec1982,16jun2017
27713,17oct1974,21nov2008
27748,24jun1971,27sep1972
27749,12aug1982,31oct1991
27756,01dec2006,30jun2010
27764,18dec1989,06oct1997
27828,17oct1974,31dec2018
27836,09aug1961,08may1974
27852,18may1967,28feb1973
27879,18may1967,28feb1973
27887,14sep1972,31dec2018
27916,02aug1961,22may1968
27924,23may1968,22nov1991
27940,15dec1966,26apr1989
27959,01jul1976,31dec2018
27983,05sep1963,31dec2018
27991,04oct1999,31dec2018
28003,20sep1961,12apr1978
28089,04apr1968,22apr1970
28118,25apr1962,02jun2000
28134,10jan1962,08apr1987
28169,09dec1976,25jul1979
28177,17jun1965,30may1973
28222,11apr1985,31dec2018
28265,17jun1965,30may1973
28281,01mar1957,06dec1961
28310,06dec1961,19jul2002
28345,15aug2005,25jul2017
28353,05dec1963,12dec2001
28388,12aug2005,31dec2018
28433,10dec1981,04mar1987
28484,01mar1957,30jun1976
28484,17may1984,31dec2018
28505,18may1967,11feb1987
28513,01mar1957,14may1969
28548,25oct1962,07oct1987
28580,05sep1963,27jun1984
28804,13may2016,31dec2018
28847,18dec1986,14may2002
28994,22aug1968,24jun1970
29102,18oct2000,20mar2015
29196,05jan1989,06aug1997
29911,19may1966,19nov1980
29946,14oct1982,31dec2018
29962,01aug1968,18mar1970
29962,11aug1983,13apr1988
30067,16aug1984,27aug1998
30330,06oct1966,09feb1996
30365,19may1977,30jan1985
30382,16jul1998,06jul2007
30681,24dec1997,31dec2018
30912,22dec1988,05oct1990
30940,02oct2008,31dec2018
31536,15nov1973,09jul1998
31659,01jul1976,05apr1989
31763,20jul1967,08aug1984
32141,23apr1970,04oct1978
32205,06aug1987,15jul1998
32379,25nov1991,01jul2005
32475,14dec1978,22nov1993
32563,21sep1989,08jun1999
32707,11feb1988,30dec1999
32707,01mar2010,31dec2018
32791,22jul2005,25feb2009
32803,18jun2018,31dec2018
32870,04mar2009,31dec2018
33056,01jul1976,07apr1982
33312,23apr1970,07mar1989
33312,17jul1997,31dec1998
33785,05sep1985,22apr1996
33814,09jan1969,22oct1997
33873,12sep1968,25feb1981
34024,07nov1968,07sep1983
34032,18jun1981,31dec2018
34040,19may1966,05sep1996
34147,20nov1980,30jun1995
34550,26may1966,22apr1970
34746,08mar1996,31dec2018
34817,18apr1985,31dec2018
34833,09dec1982,31dec2018
34841,10dec1987,15aug1996
35044,28aug1998,31dec2018
35051,31dec1987,28aug2015
35166,14aug1975,23oct1985
35211,10mar1983,30dec1998
35238,14aug1990,31mar2000
35554,27feb2004,31dec2018
36003,01oct2018,31dec2018
36127,04jan1999,26feb2001
36397,06may2002,21jun2013
36468,14may1964,31dec2018
36469,09feb1989,31dec2008
36505,26jul1979,25sep1985
36978,07oct1982,17nov1998
37065,09oct1986,07oct1987
37102,26sep1985,06jun1994
37161,10oct2001,30jun2016
37284,27sep2007,28sep2018
37584,29apr1998,31dec2018
38041,14aug1975,02feb1983
38093,31may2016,31dec2018
38156,06feb1975,31dec2018
38280,24jul1986,07jun1990
38324,19mar1970,13oct1982
38404,27sep1962,18may1966
38455,25jun1970,25jun1980
38551,16oct1975,02aug1989
38578,17oct1974,02aug2004
38682,19jul1984,11dec2012
38703,01jul1976,31dec2018
38762,02nov2000,31dec2018
38850,09may1974,28jul1995
38885,09may1974,02may1979
38893,23may1985,29jan2001
38914,07jan1965,20aug1968
38914,22may1969,30mar2001
38930,23apr1970,19jun1974
38973,25mar1963,29jan1998
39087,28sep1972,30nov1983
39087,27jul1989,08jul2013
39140,07oct1982,26apr1989
39263,13jun1963,28feb1973
39271,12sep1968,26dec1984
39300,12may1988,24may1990
39335,28sep1972,30nov1983
39394,03jun1982,17dec1986
39458,12sep1968,07feb1979
39490,28jul1997,31dec2018
39538,21sep1972,05mar1975
39538,11mar1982,31dec2018
39626,27feb1964,23apr1980
39642,14sep1972,31dec2018
39669,23apr1970,07feb1990
39765,01mar1973,07mar1996
39896,06mar1969,09dec1981
39917,05dec1963,31dec2018
39992,02jun1966,18aug1982
40010,30jan1964,25sep1985
40053,15jan1976,08jun1988
40061,23feb1967,15nov2007
40125,14may1981,30nov2015
40125,04apr2017,31dec2018
40141,11dec1975,07may1986
40221,06mar1975,06may1991
40272,04mar1976,31dec2018
40301,03sep1964,30dec1987
40352,02aug1973,12feb1991
40416,18may1967,20mar2015
40432,18jul1968,03mar1971
40483,23apr1964,12jan2001
40484,23oct1997,12jan1999
40539,26sep1985,31dec2018
40635,16dec1965,31jan1995
40723,27jul1967,06feb1985
40758,16jul1964,16jul1968
40790,04mar1965,01oct1980
40838,10sep1981,27jun2001
40854,20jul1967,31jul1985
41080,07jan1965,31dec2018
41081,01jun1989,30nov1995
41160,29oct1970,02mar1977
41179,07mar1990,30jul1999
41355,07nov1985,31dec2018
41427,11may1978,05apr1989
41443,21dec1994,16nov2007
41478,06may1976,01apr1981
41486,09may1974,26oct1988
41515,15feb1965,22apr1970
41523,14may1981,12feb1986
41662,11dec1975,17dec1986
41718,01jul1976,29mar1996
41785,09may1968,20feb1974
41929,01jul1976,02dec1996
41953,17jun1965,05feb1975
42024,23apr1970,20jun2008
42075,25jul1968,10dec1975
42083,04mar1971,16nov2006
42091,31may1973,13aug1975
42104,20jul1989,09may2000
42200,09may1985,31dec2018
42235,14aug1975,25oct1978
42323,04nov1965,20jun1973
42462,08may1986,06aug1986
42526,14sep1972,30jan1985
42534,08may1986,02sep2016
42550,26feb1987,10mar1994
42569,31aug1967,22apr1970
42585,06nov2008,31dec2018
42606,04apr1968,02jul1992
42657,20jan1977,10oct1979
42753,31dec1987,22aug1990
42796,23may1968,03jan2011
42833,16mar1989,29nov1999
42877,01jul2015,31dec2018
42906,06aug1997,31dec2018
42999,12dec1985,20aug1986
43094,18jan1968,15jan1969
43123,26oct1978,01jul2015
43132,02oct1980,29feb1984
43203,08aug1968,07feb1979
43298,10sep1987,25may1988
43318,09sep1982,08jul1987
43342,14nov1985,28apr1995
43350,16sep1982,31dec2018
43449,25jun1970,31dec2018
43502,18mar1976,13may1981
43510,21sep1972,12sep1984
43553,03may1979,31dec2018
43609,20jul1967,07feb1979
43610,21sep2001,16jul2002
43633,22aug1968,21may1969
43772,20jul1978,04dec2014
43916,16oct1975,11jun1998
44062,29jun1967,11dec2000
44206,17mar2009,31dec2018
44273,15jan1976,21nov1984
44505,18jan1968,11aug1982
44601,24dec1987,31dec2018
44644,26feb1981,31dec2018
44652,30jul1979,23jun1999
44792,08nov1984,25jul1997
44951,31jan1985,30apr2012
45014,09dec1971,20dec1989
45065,13apr1978,11dec1985
45081,09nov1967,16jun1982
45225,01aug1968,20sep1972
45241,22nov2000,30jun2014
45277,04sep2001,20jun2014
45356,27jul1989,16mar2009
45356,27aug2010,31dec2018
45428,23apr1970,29jan1986
45495,10jan1985,18aug2014
45604,18jan1968,22apr1970
45604,10sep1981,04oct1989
45620,16jan1968,01mar1978
45663,25jul1968,10may1978
45671,26feb1981,24feb2006
45751,06aug1987,31dec2018
45794,02oct2006,26aug2010
45911,12mar2015,31dec2018
45970,11mar1982,19dec1995
46201,15nov1973,29jun1977
46228,20jan1972,23aug1989
46252,12dec1968,09sep1981
46288,20sep1990,13oct1993
46295,09may1974,28jan2000
46391,28sep1972,30jun1976
46391,20oct1983,24jul1985
46447,19aug1971,14sep1983
46544,07may1987,20sep1989
46578,16jan1969,31dec2018
46594,11nov1982,17jun1997
46615,19aug1982,13jul1988
46658,01jul1976,09may1995
46674,15nov1973,31dec2018
46682,22aug1968,28dec1983
46703,25jun1970,11oct1993
46703,20mar2007,31dec2018
46754,08feb1979,25oct1989
46850,01jul1976,13dec2000
46877,12jun1975,02jan2018
46886,15sep1997,31dec2018
46922,11dec1975,26jul2000
47028,02mar1989,23feb1995
47052,28sep1972,30nov1983
47079,01jul1976,07oct1998
47159,10nov1988,31mar2004
47175,11may1989,28mar2008
47271,10dec1987,23dec1997
47300,01jul1976,30dec1993
47386,27mar1969,20sep1972
47466,23nov1984,17dec2010
47482,25jun1970,14jul1971
47490,23nov1984,11dec2000
47562,19mar1970,30jun1976
47626,01jul1976,01mar1994
47837,05may1988,23aug1989
47896,01jul1976,31dec2018
47941,11dec1975,01jun2017
47992,05jun1986,03dec1997
48071,01jul1976,29dec2000
48119,17oct1974,20oct1976
48223,01jul1976,31dec1991
48258,17dec1970,30jun1976
48267,13dec1995,07may2014
48274,03aug1989,12dec2011
48354,01jul1976,03jun1999
48397,01jul1976,29aug2001
48434,21sep1972,18aug1982
48485,01jul1976,31mar2006
48486,05jun2012,31dec2018
48506,27dec1979,31dec2018
48514,11feb1988,28jun2000
48549,23apr1970,09jan1985
48565,20jun1974,16apr1991
48653,08feb1979,05mar1993
48653,01dec1995,31dec2018
48725,16jul1969,31dec2018
48960,11dec1975,27jun2006
49015,01jul1976,31dec2018
49154,09dec1976,31dec2018
49373,28nov1986,31dec2018
49429,02oct1986,21oct2008
49592,19mar1970,30jun1976
49606,01aug1985,02mar1990
49656,31mar1995,31dec2018
49680,31may1973,13aug1975
49680,18nov1998,31dec2018
49744,23apr1970,06jul2001
49905,25oct1984,01dec2008
49920,15jul1971,03mar1982
49955,24jun1971,04oct1978
50017,21dec2007,15jun2018
50024,23apr1987,02nov1998
50032,23nov1984,01jun2006
50156,18sep1986,03jul1995
50200,01oct1993,31aug2001
50227,05mar1970,12feb2010
50403,31may1973,13aug1975
50404,24jun1982,14sep1998
50534,21feb1974,17dec1980
50681,31may1973,30jun1976
50737,26mar1987,02mar1988
50876,19nov1970,31dec2018
50905,26oct1989,31mar1998
50906,02aug1999,29jun2007
50956,01jul1976,24apr1998
51027,31may1973,30jun1976
51043,11aug1988,10sep2008
51263,16nov2007,31aug2009
51369,15nov1999,20dec2013
51377,09dec1976,23sep2011
51561,08feb1979,15mar1989
51588,28jan1998,28feb2001
51596,12dec2000,30may2007
51625,18dec1986,15mar2000
51706,11feb2002,05jul2011
51772,01jul1976,30sep1999
51799,14jan1971,13may1981
51801,31may1973,30jun1976
52038,18dec1986,31dec2018
52062,12apr1984,03dec1986
52070,25jun1981,24oct1984
52090,21mar2003,31dec2018
52230,05dec2000,31dec2018
52329,26oct2007,31dec2018
52337,08feb1979,15apr2016
52476,19jun1997,31dec2018
52505,09jun1988,29dec1995
52564,03may1979,04sep1985
52695,14may1981,31dec2018
52708,04oct2005,31dec2018
52821,23feb1998,17sep1999
52919,08apr1982,31dec2008
52978,13sep1984,31dec2018
53065,30oct1992,31dec2018
53081,01jul1976,10jun1997
53225,31dec2007,26nov2013
53225,29nov2013,19sep2014
53401,25jun1987,15oct1996
53479,09jun1988,29sep2006
53612,21nov1985,29jun2001
53613,27sep1994,31dec2018
53786,14aug1975,30jul1999
53831,31mar1977,18aug2009
53858,01jul1976,30nov1995
53866,06aug2001,08jul2015
53903,01jul1976,22apr1987
53938,05jul1995,31dec1999
54009,22feb1972,27sep1972
54148,12apr1984,31dec2018
54181,14jul1988,14jul2010
54447,17jul1986,19sep1990
54463,04jun1999,03nov2000
54615,01jul1976,10nov1982
54690,17nov2000,07apr2006
54754,26sep1985,10aug1988
54827,01dec1999,09dec2013
55079,08jun1990,19dec1995
55212,03feb1983,12jul1995
55351,16feb1984,09dec1987
55386,14aug1975,10mar1982
55685,13apr1978,13may1981
55976,19aug1982,31dec2018
56012,04mar1976,16nov1977
56098,01jul1976,22nov1978
56186,03feb1983,03oct1984
56223,17oct1974,09nov2006
56232,27sep1994,31dec2008
56266,31may1973,30sep1998
56274,01sep1983,31dec2018
56450,23apr1987,01oct1998
56485,31may1973,08apr1987
56573,13feb1986,31dec2018
56805,01jul1976,22apr1987
56864,21jun1973,30jun1976
56864,17jun1982,30dec1987
57234,12dec1985,23dec1987
57250,01jul1976,03oct1984
57381,13aug1981,16jul1998
57488,06feb1975,23oct1985
57568,04oct1984,31dec2018
57592,25jun1981,12oct1999
57665,03nov1988,31dec2018
57779,12sep1974,26dec1975
57817,07aug1986,31dec2018
57904,28may1999,31dec2018
58085,10dec1981,10feb1988
58093,25oct1984,22apr1987
58094,17jul2002,30nov2006
58246,30jan1998,31dec2018
58296,06feb1975,20oct1995
58318,20dec2006,05nov2008
58413,01feb2016,31dec2018
58464,29oct1981,07nov1984
58472,17apr1991,17jan1994
58480,10oct1985,18dec1996
58596,09aug1984,30nov1989
58640,20nov1980,19jul2002
58659,29dec1975,30jun1976
58683,13jul1994,31dec2018
58819,01jul2016,31dec2018
58827,01jul1976,30sep1998
58990,04may1978,13dec2007
59010,21aug1986,31dec2018
59176,01jul1976,31dec2018
59184,01jul1976,18nov2008
59192,01jul1976,15jan2016
59205,17nov1977,01mar1989
59221,01jul1976,07apr1982
59248,01jul1976,31dec2018
59300,07mar2016,31dec2018
59328,09dec1976,31dec2018
59345,02dec1999,30mar2001
59379,01jul1976,29jun2007
59408,01jul1976,31dec2018
59416,01jul1976,15may1985
59432,01jul1976,27jan1998
59440,01jul1976,22sep2008
59459,01jul1976,31dec2018
59467,21oct1976,30jun1993
59483,01jul1976,31oct1996
59707,25jun1981,01apr1991
59811,02apr1981,02may1984
59926,12jun1986,25sep1998
60046,23oct1986,12sep1997
60097,23oct1986,31dec2018
60206,16sep1982,31dec2018
60337,27dec1984,23aug1989
60441,07aug1997,31may2000
60442,14apr1988,31dec2018
60506,02oct1980,31dec2018
60572,18dec1980,21nov1984
60599,25mar1999,31dec2018
60628,06nov1980,31dec2018
60839,14apr1988,22apr1992
60871,12oct1999,31dec2018
60900,01mar1984,10feb1988
60943,18oct1999,31dec2018
60986,27apr1989,31dec2018
61065,08sep1983,21jul2005
61241,21jun1984,20sep2013
61241,20mar2017,31dec2018
61284,04oct1984,09jan1998
61399,01mar1984,31dec2018
61583,08may1986,22nov2000
61621,01oct1998,31dec2018
61663,20sep1999,20sep2001
61735,23apr1996,31dec2018
61743,24apr1986,17dec2004
61794,17jun1980,02apr1986
61815,08oct2007,31dec2018
61890,10apr1980,22oct1986
61970,29sep1980,07dec1988
62092,02jan1997,31dec2018
62148,06nov1980,31dec2018
62164,09may1985,27mar1996
62252,14apr1988,21dec1998
62308,27apr1989,31dec2018
62324,20aug1987,27may1999
62519,04jan2007,22dec2009
62770,10mar1999,03nov2006
62834,07jul1983,05jun2006
63060,04mar1982,29sep2008
63096,14oct1993,01oct1999
63108,29dec1983,19jul1989
63255,06jul1981,11sep1985
63765,06jun2008,03apr2017
63802,09jan1986,31may1989
63830,01jun2007,29jan2016
63845,06oct1988,14jan1997
64020,16may1985,31dec1996
64064,12sep1985,21oct1993
64186,08apr1982,31dec2018
64207,03may1984,13sep1989
64282,15sep1983,31dec2018
64311,03jun1982,31dec2018
64346,16jun1988,12aug1999
64390,04aug1997,31dec2018
64451,20dec2004,05oct2007
64477,21nov1985,31mar1995
64531,31aug1998,30jun1999
64565,18jun1997,30jun2008
64629,03jan1983,19aug2003
64653,19aug2005,31dec2018
64856,12dec1990,22jun2001
64936,20may1983,31dec2018
64995,02mar1994,31dec2018
65066,08oct1987,31mar1998
65138,28apr1988,30jun2004
65330,24apr2006,01dec2016
65402,26jul2017,31dec2018
65541,23sep2016,31dec2018
65568,05mar1990,16jan1998
65787,30jan1986,20dec2007
65816,28aug1980,19aug1992
65859,01dec1983,08oct1999
65875,01dec1983,31dec2018
65883,01dec1983,03jan2007
65947,30jan2009,31dec2018
66018,01dec1983,14aug1997
66026,01dec1983,31mar1997
66069,29dec1983,21sep1995
66093,01dec1983,31dec2018
66114,18dec1986,28dec2007
66122,01dec1983,05jul2000
66157,23oct1995,31dec2018
66181,03mar1988,31dec2018
66325,01jul1998,30apr2014
66384,01jul2009,31dec2018
66800,14feb1980,31dec2018
67467,20jan1998,13feb2013
67571,13mar1996,30jun1998
67598,31mar2008,31dec2018
68049,14sep1989,31dec1996
68144,05may1988,31dec2018
68304,01jul1998,30may2008
68347,25feb1988,03may2002
68523,14feb1962,12oct1966
68591,01dec1989,04jan2017
68857,20dec2010,23jun2016
69024,03apr1986,11jan1989
69032,22sep1995,31dec2018
69550,23apr2004,31dec2018
69607,16aug1996,21nov2000
69649,20mar2017,31dec2018
69796,05jul2005,31dec2018
70033,31jan2000,31dec2018
70092,08mar1989,18dec2009
70229,25oct1984,07jun2000
70308,09sep2009,20may2016
70332,28jul1997,31dec2018
70376,31jan1985,31dec1996
70500,08oct1998,27may2016
70519,26may1988,31dec2018
70536,21sep1994,18nov2015
70578,12jan1989,31dec2018
71001,06apr1989,30may1996
71175,11mar1994,31dec2018
71298,15nov1993,19jul2002
71563,04dec1997,31dec2018
71686,01mar1999,29oct2004
71765,09jul1987,23may1997
71889,08dec1988,31aug1990
71984,30may1995,30sep1999
72726,15aug1997,31dec2018
73139,12dec2000,31dec2018
73940,11dec2000,09jan2007
74617,01mar1984,29aug1997
75030,01aug1985,09mar1999
75034,09apr1987,31dec2018
75100,21jun2000,31dec2018
75107,31may2018,31dec2018
75154,22dec1998,31dec2018
75175,03dec1996,18dec2009
75181,20aug1987,19jul2002
75186,02jun1997,31dec2018
75224,01feb2006,15mar2017
75241,24sep2008,31dec2018
75257,03jul1995,20dec2011
75333,23nov1993,31mar2006
75341,26jul2017,31dec2018
75423,27oct1988,26feb1999
75489,07oct1998,15sep2017
75510,06may1997,31dec2018
75573,24jun1999,17dec2010
75577,18apr2000,28dec2015
75592,17jan2002,19feb2016
75607,31mar2003,31dec2018
75625,22may1995,03aug2001
75646,10feb1992,20mar2015
75647,29jun1989,21jun1999
75789,02jan1992,10sep2008
75819,04mar2009,31dec2018
75825,02nov2000,31dec2018
75828,22jul2002,31dec2018
75857,31dec1998,01oct2007
75912,01apr1997,29dec2006
76070,06jul1992,16jul1997
76076,31dec1993,31dec2018
76082,23jun2008,31dec2018
76090,08feb1990,28jan2008
76095,30mar2016,31dec2018
76122,05dec1990,25jul1997
76129,02jan1996,27jul2000
76149,13nov1998,26jan2015
76171,01sep1993,17nov2006
76201,08nov1999,31dec2018
76226,30sep1994,31dec2018
76240,15may2002,29apr2010
76282,24feb2003,07aug2017
76285,04sep1990,31dec1991
76512,03apr1995,07dec1999
76557,23apr1992,30dec2005
76563,10jul1998,27may1999
76565,07nov2001,01mar2007
76597,15sep1998,11dec2000
76605,02jan1997,31dec2018
76608,02apr1991,08feb1995
76614,01may2013,31dec2018
76619,30aug2005,08may2013
76624,03aug2001,29jun2007
76625,17nov2008,14oct2011
76638,17dec2001,03mar2009
76639,02jan2008,31dec2018
76644,07may1991,01jul2014
76656,16jun2000,31may2007
76708,09jun2009,28sep2012
76709,05jan2017,31dec2018
76712,02oct1998,31dec2018
76744,23sep2013,31dec2018
76754,12feb1996,28aug1998
76757,11dec2000,10jun2008
76804,19jul1996,30oct2008
76841,13nov2003,31dec2018
76887,02aug1999,04dec2008
77063,28sep1998,08nov2007
77129,03apr2006,31dec2018
77150,03aug2004,09nov2006
77157,01aug1997,08dec2000
77157,02jan2009,01dec2016
77173,12dec2000,20aug2002
77178,22jul1999,31dec2018
77182,19dec2011,31dec2018
77274,01jul2004,31dec2018
77281,03jan2006,28aug2017
77284,01apr1998,12aug2005
77338,23dec2009,31dec2018
77357,16mar2017,31dec2018
77418,04jan1999,19jun2018
77462,01dec1995,31dec2018
77481,26oct1999,24may2012
77496,23dec2013,31dec2018
77546,27sep1994,24sep2007
77605,24feb1995,31dec2018
77606,14aug1998,31dec2018
77644,01apr1996,05jan2000
77659,01oct1999,25jul2017
77661,05jul2005,31dec2018
77668,26sep2003,21dec2018
77702,08jun2000,31dec2018
77730,11aug2005,31dec2018
77768,06jul1992,30oct2018
77976,23dec2008,28feb2011
78034,11oct2005,16mar2018
78083,02oct1998,28dec2004
78139,04jan1999,30dec2011
78263,01oct1998,30jun2004
78788,16aug1996,17dec1997
78840,01dec2006,20aug2008
78877,03mar2006,16mar2018
78916,12apr1999,31dec2018
78927,23mar2007,27mar2009
78946,13jul1993,30may1997
78968,08oct1990,01aug1997
78975,11dec2000,31dec2018
78987,07sep2007,31dec2018
79041,08mar1993,31aug1993
79057,30jan2002,17jul2008
79057,15jul2010,31dec2018
79089,04apr2012,04jan2016
79094,30jan2001,04nov2014
79103,27mar2009,31dec2018
79108,21jun2000,29jun2007
79119,18apr1994,18jul1996
79129,02jul2007,12nov2008
79129,10dec2013,27aug2018
79145,05dec2014,31dec2018
79212,29dec2004,25jun2010
79237,31dec1999,18dec2008
79237,29oct2013,25jul2017
79250,06jul1992,01oct1998
79265,02jan2009,31dec2018
79323,13jul1995,31dec2018
79411,05oct2012,11mar2015
79545,19dec2011,31dec2018
79547,03dec2001,31dec2018
79588,24mar2014,04mar2016
79637,22sep2014,31dec2018
79678,31aug2015,31dec2018
79698,05apr2017,31dec2018
79718,29jun2000,03jan2006
79764,12oct1993,20may1998
79782,02mar2017,31dec2018
79879,27jul2000,20dec2013
79881,08feb2010,17mar2017
79906,28feb2017,31dec2018
79915,20dec2010,31dec2018
79973,27apr1998,31jul2006
80055,03apr2000,01jul2005
80080,04jan1994,31dec2018
80094,06apr1994,29jun1999
80100,26jun2002,31dec2018
80183,02dec2016,31dec2018
80191,01jul2016,31dec2018
80204,02jul2014,31dec2018
80266,12dec2000,14jan2011
80286,24jan2014,31dec2018
80303,01jul2008,16dec2011
80320,02jul2018,31dec2018
80381,10jan2007,31dec2018
80399,09may2013,31dec2018
80406,17jul2003,02jun2011
80410,18mar1994,10aug1998
80411,01jul1976,28feb1979
80470,16nov1999,25sep2003
80506,12jun1998,24jun1999
80515,01feb2002,21feb2003
80539,19mar2018,31dec2018
80599,12jan1998,16sep2008
80678,22jan1996,12nov1999
80681,02apr2014,31dec2018
80694,03oct1994,05may1997
80711,14mar2003,31dec2018
80913,02apr2004,05feb2010
81045,07apr2015,31dec2018
81055,01jul1998,31dec2018
81061,13jan1999,31dec2018
81126,19dec1996,21apr2006
81138,15may2002,28jun2013
81193,01feb1995,12jun2000
81262,25mar2004,22mar2007
81285,13may2002,05jun2008
81481,19dec2011,31dec2018
81540,30aug2001,31dec2018
81593,02jul1997,29sep2008
81655,30may1995,31dec2018
81696,13mar2017,31dec2018
81736,26jul2017,31dec2018
81774,31jul1995,31dec2018
81776,31may2007,16dec2011
81857,29jan2008,01apr2016
81910,21aug2008,31dec2018
82196,02apr2009,20mar2015
82298,26feb2009,30sep2016
82303,19jun2017,31dec2018
82307,31jul2008,31dec2018
82308,16oct1996,14jul2000
82309,01nov1995,12jun1998
82581,18mar2015,31dec2018
82598,25jun1999,31dec2018
82618,20apr2006,12may2016
82642,05jan2006,31dec2018
82643,13aug1999,28sep2012
82647,03nov1995,31mar2000
82651,02jan2002,31dec2018
82686,01dec1999,31dec2018
82705,06apr1989,29oct1992
82775,20dec1995,31dec2018
82776,20dec1995,20feb1998
82959,18aug1995,08feb2002
83111,25may2012,31dec2018
83143,06jan2009,31dec2018
83332,01oct1996,30nov2006
83413,05may2000,10may2002
83421,03apr2006,23may2013
83435,08dec1999,16jun2017
83440,08apr1998,01dec2000
83443,16feb2010,31dec2018
83462,31may1996,24mar2004
83583,09jun1999,30nov2004
83596,11aug1998,26aug2008
83601,14jul1988,17dec2004
83621,19jun2017,31dec2018
83630,06nov2000,31aug2001
83693,05may2000,31jan2006
83699,29oct2007,21dec2012
83862,01apr2004,31dec2018
83906,19nov2008,30nov2018
83976,29mar2007,20dec2013
83981,01dec2000,01dec2005
83988,30sep1996,31mar1998
84001,07feb2001,28mar2007
84020,01nov1996,26feb2010
84032,14mar2005,31dec2018
84036,16mar2000,30mar2007
84129,25jun2001,31dec2018
84176,20dec2005,30jun2008
84342,04jun2001,16dec2011
84372,03jan2000,28sep2007
84373,12dec2002,31dec2018
84375,12dec1996,04nov1999
84381,09dec1996,31dec2018
84519,30aug2001,18dec2009
84761,19mar2018,31dec2018
84767,20mar2017,31dec2018
84769,30sep2008,31dec2018
84788,21nov2005,31dec2018
85032,06jul2000,31mar2011
85035,12jun2015,31dec2018
85058,03apr2006,31dec2018
85072,02feb2007,31dec2018
85073,11jun1997,30sep2005
85238,10oct2001,09feb2007
85257,23sep2013,31dec2018
85265,23mar2015,31dec2018
85269,29apr2004,31dec2018
85271,09jul2007,03mar2009
85348,07oct1997,31dec2018
85459,02mar2007,31dec2018
85516,23oct2000,11mar2005
85522,02jan2001,17may2006
85592,03jun2011,31dec2018
85593,01jul2014,31dec2018
85599,17jul2000,01jun2001
85621,06sep2016,31dec2018
85631,21dec1989,31dec2018
85663,22sep2014,31dec2018
85675,02dec2016,10oct2018
85753,01feb2006,31dec2018
85792,01jul2009,31dec2018
85869,22jul1996,06aug1999
85908,01apr1998,08dec2000
85913,21may1998,31dec2018
85914,30jun1999,31dec2018
85926,01apr1998,31dec2018
85963,03jul2000,29jan2016
85991,05nov2014,12oct2017
86021,01dec2004,31dec2018
86041,06jan2000,02oct2000
86102,16apr2003,31dec2012
86111,19nov2007,31dec2018
86136,30jun1998,31dec2018
86158,17nov2006,31dec2018
86176,03oct2000,17dec2010
86228,05dec2008,31dec2018
86239,01mar1957,19jan1972
86305,13jun2000,18dec2009
86314,04sep2001,14sep2018
86326,29sep1999,09oct2001
86339,14mar2012,31dec2018
86356,22jul2002,31dec2018
86414,24nov1998,22apr2004
86496,31jan2000,25jun2002
86580,30nov2001,31dec2018
86591,28may1999,10oct2005
86725,24nov2008,23jan2014
86756,14may2001,26feb2010
86783,06nov2009,31dec2018
86799,28jun2006,03mar2016
86845,06jun2006,28mar2008
86868,22jul2002,31dec2018
86946,04sep2002,25jul2017
86964,20dec2010,31dec2018
86976,15jan1997,24jul2002
86979,02jun2006,31dec2018
86996,01sep2017,31dec2018
87029,09aug1999,30aug2002
87055,22oct1993,31dec2018
87070,15feb2007,02nov2015
87127,24aug1989,15oct1999
87137,30aug2000,31dec2018
87184,27jul2009,31dec2018
87267,04apr2011,31dec2018
87292,05nov1999,16nov2010
87299,12jul2007,31dec2018
87432,05jun2000,31dec2018
87447,22jul2002,31dec2018
87536,28jun2001,28apr2004
87541,26jul2017,31dec2018
87657,01apr2011,31dec2018
87717,10oct2007,31dec2018
87800,28jul2000,13aug2002
87842,11dec2000,31dec2018
88031,29jun2012,31dec2018
88313,13jul2000,22nov2011
88319,29jun2000,30dec2005
88352,02jun2008,31dec2018
88388,15jun1998,15jun2000
88436,27jan2015,01mar2017
88446,19nov2015,31dec2018
88587,02oct2000,25oct2007
88590,02dec2008,04apr2017
88601,03apr2001,16jul2003
88661,01sep2004,31dec2018
88664,13nov2018,31dec2018
88668,14aug2002,06jun2018
88837,12dec2012,31dec2018
88845,14dec2000,30nov2018
88853,22dec2000,31dec2018
88860,19jun2017,31dec2018
88873,25apr2016,31dec2018
88991,20nov2006,19sep2014
89001,09jul2001,26oct2004
89002,23dec2013,31dec2018
89003,10nov2006,31dec2018
89004,05jun2009,13jan2017
89006,02apr2007,31dec2018
89014,02jul2001,30nov2018
89017,05jan2016,31dec2018
89070,07aug2001,31dec2018
89071,06jul2011,31dec2018
89105,28feb2011,07oct2015
89179,25jul2002,31dec2018
89195,22jul2002,31dec2018
89216,03may2016,15jun2018
89217,09jul2015,31dec2018
89258,22jul2002,31dec2018
89269,30mar2016,31dec2018
89301,14dec2007,22apr2016
89392,09feb1989,15nov1999
89393,20dec2010,31dec2018
89463,27oct2004,24jul2009
89495,21aug2002,01apr2004
89508,28jun2010,31dec2018
89509,23jun2014,31dec2018
89525,19nov2002,31dec2018
89533,14nov2008,31dec2018
89565,21sep2015,11dec2015
89617,23mar2015,31dec2018
89626,11aug2006,31dec2018
89641,02jul2012,31dec2018
89757,28mar2005,04sep2012
89813,20aug2003,03apr2012
89866,23may2016,31dec2018
89954,04dec2006,28jul2015
90038,10apr2007,31dec2018
90071,29jan2010,31dec2018
90110,03may2004,02sep2015
